misconception_id,misconception,tweet,tweet_id,label
41,CBD oil is a cure for COVID-19.,U.S Coronavirus death (Washington state rest home) 50 year old man -Health officials in Washington said 27 patients and 25 staff members at the center have symptoms associated with COVID-19.,1233939335159771136,na
16,Acetic acid is effective against coronavirus.,The answer to whether or not household disinfectants like Lysol and Clorox can protect against the coronavirus is complicated.​,1233951518761639936,na
20,Vitamin D cures coronavirus.,My face when I stockpiled coffee and tobacco prior to the coronavirus economic collapse,1233973870614470656,na
22,Cocaine cures coronavirus.,Man with coronavirus claims he overcame illness with ‘hot whiskey and honey’ #FoxNews,1233916687587524608,na
40,Cannabis protects against COVID-19.,"“Most people (not elderly, no underlying health conditions) will NOT become critically ill from Covid-19. But it has higher chance of leading to serious respiratory symptoms than seasonal flu "" …”",1233920123183828992,na
18,Essential oils cure coronavirus.,"Effective basic precautions against cold and flu viruses
To help prevent all respiratory illnesses including Coronavirus COVID-19:

Clean your hands often with soap and water or use alcohol-based hand sanitizer.
Cough and sneeze into the bend of your arm, not into your hand.",1233993662952067072,na
3,Coronavirus is genetically engineered.,"Coronavirus latest updates: US, Australia and Thailand record first deaths. Two more Chinese doctors die. China contained it to two provinces, primarily. Infection rate is 3.6%. That is a new figure. ",1233989640161378304,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,True or false: you can get coronavirus from drinking corona?,1233957510090018816,na
37,Jamaat cannot become a source of infection.,"“The corona virus (SARS-CoV-2) is highly contagious, obviously this applies particularly to the Chinese, but also to other Southeast Asian peoples. It can be transmitted from person to person, via the air or through clothing.”",1233980733133393920,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,Imagine if black people are immune to the corona virus 🧐,1233986007353131008,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,Nonsense. Your getting info from media &amp; Democrats who want to use this for election wins. Trump &amp; admin have done everything that can be done &amp; put $2.5 BILLION available to fight COVID-19. Just stop watching the political CNN etc &amp; read/watch John Hopkins &amp; CDC discussing it,1233948283845824512,na
28,Using namaste as a greeting prevents transmission of covid-19.,"Just a reminder in case anyone forgot, successfully treated 22 individuals with COVID-19.",1233912348705878016,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,Does anyone else find it interesting that SARS-CoV-2 is the virus that causes the disease of COVID-19..? There are reports that the virus uses same receptors as HIV to infect. I worry more and more each day that someone crossed the common cold with HIV 😶,1233969560916807680,na
21,Fennel tea cures coronavirus.,"CONTENT NOTE: brief mention of menstruation and elimination substances from when you go to the bathroom, discussion of the environment and whatnot
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

During cold, flu, and coronavirus season, remember that antibacterial hand and body soaps are bad for:",1233918033724428288,na
54,The Simpsons predicted COVID-19 pandemic.,"""Responding to Covid-19 — A Once-in-a-Century Pandemic?"" Bill Gates",1233929518194147328,na
10,Coronavirus is caused by 5G.,Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72 314 Cases From the Chinese Center for Disease Control and Prevention | Global Health | JAMA | JAMA Network,1233907981009457152,na
41,CBD oil is a cure for COVID-19.,"How To Cure COVID-19 - Coronavirus Disease - Eco Paint, Inc.",1233951037423333376,na
39,Salt water protects from coronavirus.,Afghan Muslims Say Prayer and Faith Will Protect them from Coronavirus via,1233941746117156864,na
13,Whiskey and honey cure coronavirus.,AUSTRALIA: A man being treated for coronavirus became Australia's first fatality after being quarantined aboard the Diamond Princess cruise ship.,1233928927242063872,na
38,Shaking hands cannot spread coronavirus.,"Now the Coronavirus is spreading in the USA, it is advisable not to amongst crowds more than 5,000 people as it can spread quickly. Rallies are particularly risky events. To avoid Coronavirus,  refrain from grouping on mass.",1233982404194439168,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,"I need an N-95 mask to prevent me from contracting the dreaded COVID-19 (beer virus), but not preventing me from getting killed from a ruthless, unforgiving sociopathic MS-13 (Mara Salvatrucha) gang banger/gang member.",1233973240759869440,na
61,Lions were freed to keep people off the streets in Moscow.,"Take care of your district. You and your nephew have turned CA into a shit hole. Used needles on the street. Feces in the street, in the water supplies. Feces being dumped in the ocean, on the beaches, etc.. This is a national emergency. 1000 homeless people die every year.",1233923250779906048,na
36,Chloroquine can cure coronavirus,At this point I doubt COVID-19 is containable. We've had our first community patients where the cause of the infection is unknown. A vaccine is about the best hope now but that'll take months. And I doubt a cure is even possible with the class of the virus.,1233970859255222272,na
61,Lions were freed to keep people off the streets in Moscow.,You know who is really at risk for Coronavirus in this country? The homeless people who live in tent cities and on the streets.,1233957977750523904,na
50,It is safe for individuals infected with COVID-19 to go to work.,"2 of chungha's staff tested positive with covid-19. Luckily, Chungha tested negative but   she'll be volunteering to quarantine herself.",1233963030544699392,na
3,Coronavirus is genetically engineered.,"I think WHO should change its criteria of a pandemic case. If a virus or disease reaches all continents, it must be considered a pandemic, having reached a certain number of infections. What's more, this is a novel coronavirus. They should think of its risk to people's health.",1233947440237039616,na
39,Salt water protects from coronavirus.,"Another important vitamin to boost your immune system is vitamin B6. Can get it from food, if you don't practice healthy eating habits for a while, it might take longer for you to build it up by food just to protect yourself from Corona virus.",1233978600249970688,na
39,Salt water protects from coronavirus.,Afghan Muslims Say Prayer and Faith Will Protect them from Coronavirus,1233928616070799360,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"The virus can survive on surfaces for a long time. It’s a genuine concern. Doctors in our country are worried about packages coming from China as well. It spreads like wildfire. It’s not racist, it’s a concern for health at this point. People should halt ordering from China.",1233962782959296512,pos
25,Holy communion cannot be the cause of the spread of coronavirus,"A brief response to coronavirus through the lenses of biblical-theology, missiology, and pastoral",1233986072117465088,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,China’s pollutant output prior to COVID-19 versus the nation’s shutdown. 😳,1233961102704349184,na
8,Vitamin C can prevent coronavirus circulation.,Qanon  recommends drinking bleach to prevent Coronavirus   Bottoms up,1233920738719129600,na
19,Vitamin C cures coronavirus.,"CONTENT NOTE: brief mention of menstruation and elimination substances from when you go to the bathroom, discussion of the environment and whatnot
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

During cold, flu, and coronavirus season, remember that antibacterial hand and body soaps are bad for:",1233918033724428288,na
37,Jamaat cannot become a source of infection.,Young people can still become critical. Don’t want to get stranded away from home in the middle of an outbreak. Italy went from zero to 1000+ cases in a week. Masks to don’t protect against aerosol pathogens. People who are asymptomatic have been linked to many other cases.,1233978915305201664,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,This scum wants to call the Covid-19 virus the trumpvirus. Why? Because she knows she can't beat him with ideas. She goes into the sewer and uses a deadly virus to try and win political points for her communist buddies She should be excommunicated from the human race,1233941239940206592,na
30,Blowing conch shells destroys coronavirus potency.,Yow. Bloomberg airing Coronavirus ads in Texas on radio. Poor taste?  Scaring voters doesn’t seem like good idea.,1233951493356736512,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"COVID-19 is still affecting mostly people in China with some outbreaks in other countries. Most people who become infected experience mild illness and recover, but it can be more severe for others. Take care of your health and protect others by doing the following:",1233989339832451072,na
55,Drinking Corona-brand beer causes COVID-19.,Ontario Confirms New Positive Cases of,1233918579793375232,na
29,Clapping will kill coronavirus.,"I have said this once, and I’ll say it again. How CRAZY is Coronavirus? Eating bat in China has caused a complete global epidemic.",1233930077605261312,na
23,SARS-CoV-2 can survive for weeks on surfaces.,Coronavirus could survive up to NINE DAYS outside the body via,1233944112702861312,pos
41,CBD oil is a cure for COVID-19.,"Scientists say a cutting-edge but untested new drug, first developed to beat Ebola, shows the best promise in the fight against",1233945925581594624,na
13,Whiskey and honey cure coronavirus.,"A man in Washington State has died after contracting the coronavirus, a Washington State Department Health official confirmed to BuzzFeed News.
It the first confirmed death in the US from the novel coronavirus.",1233911997110136832,na
48,There will be 500 deaths at the end of the pandemic.,Coronavirus: Hong Kong expert claims outbreak is now a pandemic and US death could be ‘tip of the iceberg’,1233993753867649024,na
61,Lions were freed to keep people off the streets in Moscow.,"develop technology and drugs on imprisoned and unwilling people. What they have done to the rest of the world alone. Their horrible treatment of animals. Tat they have destroyed thecculture, heritage, and morality in mainland China. That they kidnap and disappear people",1233947722232655872,na
61,Lions were freed to keep people off the streets in Moscow.,"Actually the first step, @USERNAME, is to clean the sh!t off the streets in your district! They are petri dishes for the Coronavirus!",1233970792112717824,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","More than 30,000 pets have been left stranded after the Chinese government sealed off Wuhan following the #coronavirus outbreak 💔 many pets stranded as people?",1233981249602998272,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,"What the HELL, the first sentence alone:

The surgeon general on Saturday urged the public to stop buying masks, warning that it won’t help against the spread of the coronavirus but will take away important resources from health care professionals.",1233984145346326528,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,Feasibility of controlling COVID-19 outbreaks by isolation of cases and contacts - The Lancet Global Health,1233946490294460416,na
48,There will be 500 deaths at the end of the pandemic.,Coronavirus: Hong Kong expert claims outbreak is now a pandemic and US death could be ‘tip of the iceberg’,1233991472749404160,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,New Research Shows Overlap of COVID-19 With SARS and MERS,1233990529844686848,na
10,Coronavirus is caused by 5G.,Coronavirus Wipes $5 Trillion Off Global Stocks As It Spreads To New Countries,1233950148444774400,na
12,Methanol consumption cures or protects against coronavirus.,Scientists working on a cure for coronavirus hope an antiviral drug called remdesivir could help fight the widespread disease,1233990348650754048,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,"Medical masks, hand sanitizer running low in Okanagan amid COVID-19 fears",1233946273876545536,na
36,Chloroquine can cure coronavirus,"""At this point, over 80,000 people are infected with the new COVID-19 virus and 2700 dead (mainly in China). Many epidemiologists believe these numbers from China are underreported by up to an order of magnitude, and it may be closer to 800,000 people infected in China alone."" -",1233931451466301440,na
49,We're very close to a vaccine.,I understand Israel will have a vaccine for coronavirus in a few weeks.,1233946902024118272,pos
55,Drinking Corona-brand beer causes COVID-19.,A 35 year old died due to COVID-19. His comorbidity: dengue fever.,1233990490384556032,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,"South Koreans who suspect they have symptoms of the deadly coronavirus can now get tested at a 'drive-thru' centre, without having to leave their cars. South Korea has the most cases outside China, with nearly 3,000 infections",1233906750480244736,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,Israel says COVID-19 vaccine is only weeks away via,1233989432061153280,na
38,Shaking hands cannot spread coronavirus.,MR PRESIDENT IM MEXICAN AMERICAN LOVE ......SHOULDNT WE BE TESTING IN EVERY STATE FOR CORONA VIRUS SINCE PEOPLE COULD HAVE THE VIRUS AND NOT KNOW IT CUS IT TAKES ABOUT 27 DAYS FOR THE SYMPTOMS TO START . AT THE SAME TIME INFECTING OTHERS,1233926672186933248,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown","Corona Blast in Qatar
Qatar’s Health Ministry on Saturday reported the first case of novel coronavirus (COVID-19) in the country.
According to a ministry statement cited by the official QNA news agency, a 36-year old Qatari citizen who returned recently from Iran tested positive.",1233975329326321664,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,Nucleocapsid protein (N) of corona viruses is highly conserved in terms of amino acid composition &amp; 3D structure. Presumably antibodies raised against N protein from SARs will be cross-reactive with N protein in Covid 19.  Antibody based diagnostic and vaccine possible perhaps.,1233914843910017024,na
16,Acetic acid is effective against coronavirus.,"Sanitation is prevention like China did , $OBCI  Ocean Bio-Chem Inc. got PERFORMACIDE® a registered with the U.S. Environmental Protection Agency (EPA) as a virucide effective against coronavirus",1233949423283113984,na
21,Fennel tea cures coronavirus.,"I saw Costco trending. Something about everyone being at panic for supplies for the coronavirus. I work at Costco just so you now. They said toilet paper, some food, water bottles being, and Clorox wipes being sold out",1233936801053601792,na
61,Lions were freed to keep people off the streets in Moscow.,"President Obama set up anti-pandemic programs in 47 countries, as a way to protect against something like Coronavirus breaking out across the world.  Medical experts begged Trump to keep them open. Of cours, he closed 37 of them.",1233937674660204544,na
10,Coronavirus is caused by 5G.,"…
(Today, February 29, the first infected person in Niigata City has been confirmed.
A report of the outbreak of a novel coronavirus pseudo-similar patient was submitted to the Niigata City Public Health Center from a returnee / contact person in Niigata City, and the patient …",1233959483354697728,na
20,Vitamin D cures coronavirus.,"Vitamin C, Zinc , Echinacea.  Prepare to make tea constantly throughout duration of coronavirus self quarantine.  I'm just taking educated guesses here.  We may all die from this, say ""la ilaha illallah"" a lot.  And take shahada on video chat even and start learning salat.",1233968249009774592,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.","79-year-old man becomes first Australian coronavirus death. A 79-year-old man who was on the Diamond Princess cruise ship has become the first person to die in Australia from the coronavirus, covid-19. His 78-year-old wife has also been diagnosed with…",1233945064918810624,na
20,Vitamin D cures coronavirus.,"Coronavirus a really bad Flu strain, it attacks your lungs. I had it in NY in October. Got sick in 24 hrs, was in bed 5 days. Cough lingered for a month. Smokers beware. Dr gave cough meds. Self treated with homeopathy, mono lauren, oregano oil and high dose vitamin C.",1233994350738255872,na
20,Vitamin D cures coronavirus.,"It's probable caught Rhinovirus not Coronavirus. Get many doses of good chicken soup, run humidifier and bundle up for a few days. In future use zinc lozenges at the very first twinge of cold symptoms.  It works astoundingly well in reducing severity of colds.",1233906793761386496,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,"The problem with looking at isolated groups like Iran in an epidemic is that we need more information before we say anything about why 11% of COVID-19 cases die in one place, and only 3% die in other places.  We just don't know why that is, right now.",1233909487271964672,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"""...coronavirus infections most often occur during the winter months and early spring. ...coronavirus and may catch the same one about 4 months later.
This is because coronavirus antibodies do not last for a long time."" 

So.  We are doomed.",1233913312586403840,na
42,Vitamin D pills prevent COVID-19.,Fortunately kids seem to only get mild symptoms from COVID-19? Unlike the flu.,1233976357182328832,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,"Medical masks, hand sanitizer running low in Okanagan amid COVID-19 fears",1233946273360728064,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,Dr. Doom #Nouriel who predicted the subprime crisis and the Greek financial crisis warns of drastic economic implications from #coronavirus outbreak. #RoubiniNouriel also predicts Trump will not get re-elected next term. At least it's not all bad news,1233935412348850176,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"The Bill and Melinda Gates Foundation has already contributed $100 million toward the fight to contain the outbreak. In his op-ed, Gates said warding off a pandemic would require billions of dollars.",1233908993820708864,na
17,Avocado and mint tea cures coronavirus.,"just bought 20kgs of rice and pasta, 60 cans of tuna, 3 bottles of voddy and bare canned vegetables, coronavirus ain’t taking me 🤓🤓🤓",1233906746646843392,na
42,Vitamin D pills prevent COVID-19.,No Sign of Vertical Transmission of COVID-19 Found in Late Pregnancy,1233994246203428864,na
3,Coronavirus is genetically engineered.,- Singapore's contribution to the Covid-19 detection kits,1233945417135480832,na
3,Coronavirus is genetically engineered.,"2/5 Due to the CPC's penchant for vanity, corruption and secrecy, the COVID-19 outbreak in the PRC is more destructive than it would have been if the CPC had focused on the welfare of its people.",1233984416361390080,na
17,Avocado and mint tea cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona",1233963815680823296,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"WHO confirmed that a dog in Hong Kong has tested “weakly positive” for COVID-19.

Hong Kong scientists aren’t sure if the dog is actually infected or if it picked up the virus from a contaminated",1233951679180992512,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,Israel says COVID-19 vaccine is only weeks,1233932057727918080,na
21,Fennel tea cures coronavirus.,"Coronavirus Dr gave cough meds. Self treated with homeopathy, mono lauren, oregano oil, high dose vitamin C. Washed floors with hydrogen peroxide &amp; water. Sprayed everything down with rubbing alcohol. Flu is man made every year given to people in flu shot. They become carriers.",1233994747880099840,na
40,Cannabis protects against COVID-19.,Cough? Fever? Other respiratory symptoms? These could be symptoms of COVID-19. Start by CALLING your healthcare provider or clinic and follow their recommendations. #CallBeforeYouGo,1233934624063094784,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.","Israeli scientists are reportedly only a few weeks away from having developed the first vaccine to combat the coronavirus, which originated in China, and could have the vaccine available 90 days after that.",1233960578709958656,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"1/2 - Hi Amanda, glad to healthy water supply is back up to full pressure. I don't believe we are testing for coronavirus. It has been confirmed by the NHS that this type of virus can-not live outside of the body for very long, so it wouldn't be able to survive in tap water.",1233981854073663488,neg
3,Coronavirus is genetically engineered.,COVID-19 Coronavirus: A Fake Pandemic? Who’s Behind It? Global Economic and Geopolitical Destabilization via,1233934828229341184,na
36,Chloroquine can cure coronavirus,"Just a reminder in case anyone forgot, successfully treated 22 individuals with COVID-19.",1233912348705878016,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,"That is untrue. Body have immune response, that's why a vaccine will work on it. It acts and can be treated like a severe case of flu.
""overall clinical consequences of Covid-19 may ultimately be more akin to those of a severe seasonal",1233985635066744832,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"It's known to be transmitted thru respiratory droplets (IOW, from sneezes &amp; coughs.) Researchers still have yet to determine whether COVID19 can survive on hard surfaces &amp; if so, how long - other, apparently similar coronavirus can survive up to 9",1233975880222826496,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,"The way how China slows down the number of infected Coronavirus is request people to wear a mask. You don't know who is being in infected in the street, the infected guys also don't know they have been infected.",1233920632049389568,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"""As fears about the coronavirus spread, at least one historian is worried the Trump administration is failing to heed the lesson of one of the world’s worst pandemics: Don’t hide the",1233924693469495296,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"""There is no evidence that pets can be infected with COVID-19, but a dog belonging to a coronavirus patient in Hong Kong tested as a 'weak positive' for the virus.""
Coronavirus: Pet dog’s ‘weak positive’ may be due to environmental",1233942177518149632,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,Good luck to all the researchers and doctors trying to find a vaccine for COVID-19! Prayers for all those who tested positive. 🙏,1233980366505029632,na
28,Using namaste as a greeting prevents transmission of covid-19.,"The flu shot is to help you stay healthier/out of medical facilities, not as a way to provide immunity against the COVID-19 virus. You don’t want to catch COVID-19 while already fighting flu, or to need treatment  for flu when the hospitals are full of COVID-19 patients.",1233963392987287552,na
12,Methanol consumption cures or protects against coronavirus.,Can Lysol or Clorox kill the coronavirus?,1233917697223733248,na
25,Holy communion cannot be the cause of the spread of coronavirus,Biden for the beer win. Corona virus can be stopped by stop drinking corona beer. LOL.,1233983750117056512,na
29,Clapping will kill coronavirus.,Maybe not to die by coronavirus but by skin cancer.,1233919170330472448,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","The Hong Kong government says it has been contacted by about 3,000 Hong Kong people in mainland China's Hubei province including 532 people in Wuhan city seeking help it says those affected on Hubei need to register by February 28th in order to return to Hong Kong",1233939659329286144,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,Just 12 of more than 100 public health labs in the U.S. are currently able to test for COVID-19 because of a problem with the test developed by CDC. The agency can now screen only 350-500 samples per day. UK testing 7000 a day,1233962196906004480,na
3,Coronavirus is genetically engineered.,"Congratulations to Trump!!! Coronavirus is a bio-weapon, you were put in this time and place to lead, please do.",1233983234314264576,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"Coronavirus shuts down 2 West Coast schools. Experts aren’t certain how long the coronavirus can live outside the body, Ko said, though its cousins — SARS and MERs — can survive on surfaces up to nine days.",1233961425216950272,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,China’s pollutant output prior to COVID-19 versus the nation’s shutdown. 😳,1233961102704349184,na
3,Coronavirus is genetically engineered.,The corona virus is a government made virus that is being used for population control.,1233932480408956928,pos
58,Water polution decreased in Venice canals following COVID-19 lockdown.,Tougher Covid-19 measures take effect Sunday,1233962566084247552,na
3,Coronavirus is genetically engineered.,"Bernie Sanders, Mike Bloomberg and Other Democrats Falsely Accuse Trump of Calling the Coronavirus a Hoax via @USERNAME

It’s more of a BIO- WEAPON than a hoax..",1233956595165487104,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown","Since extra people are seeing this, some stats: fatality rate in China was near 17% in the first ten days of the outbreak, it’s .7% since Feb 1st (from WHO-China Joint Commission on COVID-19). Fatality rate outside of China at 1.4% (80 deaths/5304 confirmed cases)",1233962890782224384,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,"And, of course, residents and staff at a Washington nursing home have tested positive for COVID-19. I might not be all that concerned for myself, but I sure as heck am worried about my parents, my grandpa, and my older friends and colleagues!",1233956018318647296,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,"My daughter, who is immune-compromised, bought a hand sanitizer she can clip it to her backpack because of the coronavirus fears. I’m going to start panic-buying so we have enough in the event of a self-quarantine, BUT HATE THIS. I don’t want 2 know what this does to T1D patients",1233971884095672320,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by celebrating Holi by burning cow dung condes. #AdoptVedicHoliPreventCorona",1233983394494767104,pos
50,It is safe for individuals infected with COVID-19 to go to work.,"If phones track locations and anyone who tested positive for covid-19 could mark themselves that way, it may be possible to give people a probability that they have the virus based on location history.

#2019nCoV #COVID2019 #coronavirus #CommunitySpread",1233957527093571584,na
40,Cannabis protects against COVID-19.,"Dr. Redfield, we need to institute universal precautions for all respiratory illnesses in Washington, Oregon, and California. Otherwise, we’ll lose our healthcare worker infrastructure. Assume fever &amp; respiratory sxs are positive for COVID-19 until proven otherwise.",1233921818198781952,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,WHO sitrep#40 COVID-19 mortality rate is 1:28 infected persons or 3.5% of infected persons will die in China. Outside China the rate is 1:69.9 or 1.4% of infected persons will die. Two new countries now reporting infections for a total of 53 countries world wide.,1233924691129176064,na
30,Blowing conch shells destroys coronavirus potency.,i wear a mask at school because a mix of airborne allergens i react to and because germs are everywhere. i don’t get close to anyone that i don’t have to be close to. i wash my hands a million times a day. a simple cold ruins me. coronavirus would be lethal to people like me.,1233933686288023552,na
5,The first person infected is a researcher named Huang Yanling.,"The 1st person in the country to be diagnosed was a man from Snohomish, about 40ish miles north of Seattle. He had travelled to Wuhan China.  He was treated at Providence Hospital in Everett then released home for self quarantine.  Fully cooperated wit Health Dept &amp; is now cured.",1233990398130868224,neg
7,Boiled ginger can cure coronavirus.,World Health Organization (WHO) says that does not need to wear a mask to prevent corona virus.,1233958994642796544,na
12,Methanol consumption cures or protects against coronavirus.,Apparently essential oil applied to anus cures corona virus 😂,1233993730245287936,na
3,Coronavirus is genetically engineered.,WHO increases COVID-19 threat assessment to highest level via,1233922367258271744,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,Tougher Covid-19 measures take effect Sunday,1233932014228668416,na
30,Blowing conch shells destroys coronavirus potency.,"False claims online distort coronavirus symptoms, promote bogus cures",1233906178960158720,na
18,Essential oils cure coronavirus.,"That’s it! Pope is dead! 

Or he just needs a couple days rest, some vitamin C &amp; zinc

Vatican confirms Pope Francis and two aides test positive for Coronavirus - MCM",1233967251297931264,na
54,The Simpsons predicted COVID-19 pandemic.,February 29 Updates on COVID-19 Pandemic via,1233934144817618944,na
17,Avocado and mint tea cures coronavirus.,My face when I stockpiled coffee and tobacco prior to the coronavirus economic collapse,1233973870614470656,na
3,Coronavirus is genetically engineered.,"Coronavirus has killed one person in America. One. A woman with health issues. In her 50s. 

The flu kills 6300 in the US just like her each year. And not one of them makes the news.",1233911295415640064,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.","This is how Wuhanese citizens are distributing food while they are in quarantine...

Stay strong wuhan 💪🏽 #coronavirus #wuhan",1233959677542748160,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,Covid-19 patient 0 in the U.S.,1233980285424828416,na
12,Methanol consumption cures or protects against coronavirus.,Can Lysol and Clorox products kill the novel coronavirus? The answer is ...,1233955157496467456,na
24,Coronavirus is cured by shuanghuanglian.,"Coronavirus lockdown in China has air pollution levels tumbling, NASA satellites reveal",1233994955418243072,na
10,Coronavirus is caused by 5G.,People infected with coronavirus may have no symptoms at all. That's why the virus is so hard to stop.,1233927471575261184,na
10,Coronavirus is caused by 5G.,Coronavirus May Lead to 'Mass Homeschooling',1233930733724618752,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"@USERNAME
@USERNAME @USERNAME
From GP friend, #COVID2019 may survive &lt;= 7 days on a hard surface.

Coincidentally, tells me wart virus can withstand cold from liquid nitrogen... 

Hypothetically, seems that COVID-19 may be able to travel by air mail",1233963604069609472,pos
40,Cannabis protects against COVID-19.,ICN - mental health guide for nurses fighting against,1233961469034651648,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.","The latest on the COVID-19 epidemic:

- Mexico reports 1 new case.
- Brazil reports 1 new case.
- Ireland and Luxembourg confirm their first cases.
- Cases in France reach 100.
- 5 new cases in Iraq.
- 4 new cases in Canada.
- There are now 71 confirmed cases in the US.",1233956677835218944,na
17,Avocado and mint tea cures coronavirus.,"St David's Day ewes - Dragons, daffodils and leeks, Coronavirus, Seniors, Minis and Mums",1233936587433631744,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",First coronavirus case confirmed in Armenia. The man was repatriated back to Armenia on a flight from Iran organized by the Ministry of Health,1233981567904686080,na
40,Cannabis protects against COVID-19.,UN health agency warns against coronavirus COVID-19 criminal scams,1233967724272861184,na
20,Vitamin D cures coronavirus.,"Unpopular but accurate opinion:

Flu kills ~46,000 people in 5 months. No one bats an eye. No one buys Costco out of bleach and bottled water. 

Coronavirus kills THREE PEOPLE and the nation collectively freaks the fuck out. 

Fuck people, man.",1233951861935206400,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,J-STAGE Articles - Breakthrough: Chloroquine phosphate has shown apparent efficacy in treatment of COVID-19 associated pneumonia in clinical studies,1233954054700580864,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",No.  Healthy people have died.  You haven't been monitoring footage from China.  This virus has killed a lot more than they officially report.  People collapse on the street and die.  They aren't old.  Hospital staff have died.  This is why they react so strongly in China.,1233933449293160448,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",Day one of the governor declaring a state of emergency due to COVID-19 and eggs and mangoes (?!) have been almost wiped out at the grocery store.,1233921302194315264,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",7 Filipino repatriates with COVID-19 symptoms test negative; 2 others await results: The 9 are among hundreds of Filipinos who were repatriated from a cruise ship off Yokohama on Tuesday and placed under quarantine at New Clark City.,1233989738488455168,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","LIVE FROM HONG KONG: To Date in 2020, Influenza (the Flu) Accounts for More Than 50 Times the Number of Deaths as the Coronavirus in Hong Kong via",1233957215016562688,na
